Otic enhancers,,,,,,Nearest gene associated to,,,,,RNA seq expression data,,,,,,,,,,,Significant TFBS identified by RSAT
Enhancer ID,Chr,Start,End,width,Strand details,Gene name,Ensembl gene id,Gene locus,location of enhancer to gene associated,Distrance to gene associated,NP_FPKM,aPPR_FPKM,pPPR_FPKM,NNE_FPKM,APD_FPKM,IPD_FPKM,ss56_OEDP_FPKM,ss89_otic_FPKM,ss12_otic_FPKM,ss3_whole embryo_FPKM,foldchange ss89/ss3,TFBS found
25836,6,25672921,25673243,323,+,PDCD4,ENSGALG00000008700,6:25683191-25695299,upstream,-10271,189.759,154.671,134.949,106.693,170.498,157.623,169.695,187.797,204.365,155.973,1.204035314,"Six1_optimised, Max, Sox3, Hmbox1, Arnt, Max, FOXO3"
18883a,3,95908541,95908928,388,-,YWHAQ,ENSGALG00000016433,3:95838633-95862299,upstream,-46242,559.072,557.967,544.753,726.943,655.111,663.911,727.116,578.469,596.244,481.068,1.202468258,"Foxk1, Six1_optimised, Osf2, PLZF, TEAD1, Arnt, Etv6, HIF1, HIF1, Sox3"
19979a,4,17329221,17329810,590,+,TBC1D8B,ENSGALG00000009040,4:17337730-17361318,upstream,-8510,4.63385,4.7138,4.91774,4.79396,4.4968,5.12341,4.98516,5.87549,5.01077,4.89404,1.20053984,"RREB1, Tcfap2b, Tcfap2b, PR, RREB1, Tcfap2b, Tcfap2b, Six1, Rfx3, PLAG1, Sox3, ESR2, Pax6.2, Sox6, FOXO3, Irx4, Sox13, RBP-Jkappa, Hdx, Ikaros"
15727a,3,5603948,5605124,1177,+,OTOR,ENSGALG00000008732,3:5570120-5585119,downstream,23825,0.235511,0.179107,0.248722,1.13287,0.279143,0.969454,3.0125,1.94277,8.89127,1.62157,1.198079639,"PLZF, Tcf1, Gbx1, Lmx1b, CIZ, CIZ, Six1, Lhx9, AR, Tax_CREB.1, Tax_CREB.2, Tax_CREB.1, Tax_CREB.2, Tax_CREB.1, Tax_CREB.2, Tax_CREB.1, Tax_CREB.2, Pax6.2, Gbx1, Gbx1, Lmx1a, Hdx, Prrx1, PLAG1, Pou2f1, Pou2f1, Hbp1, Gbx1, Pax6.2, Hoxa1, Bbx, Hdx, Pax6.1, Gbx2"
25221a,6,11098570,11099315,746,+,KIAA1274,ENSGALG00000004465,6:11096826-11110392,inside,1743,268.917,188.075,195.994,144.858,178.756,184.357,279.171,355.725,349.246,298.786,1.190567831,"AP1.1, AP1.2, AP1.1, Bach2, Ets, Mafb, PLAG1, Six1_optimised, RUNX1, Mtf1, CIZ, PPARG, PPARG, Sox6, AP1.2"
26219a,7,232435,233559,1125,+,GDF8,ENSGALG00000023961,7:195699-201192,downstream,36735,0.0229367,1.20954,0.631714,0.952803,0.974667,0.833231,0.508361,0.292571,0,0.246972,1.184632266,"Lmx1b, Lmx1b, Six1_optimised, Hoxa1, FOXP1, Irx2, Pou2f1, Pou2f1, Irx5, Lhx5, Lmx1a, Bbx, Lhx5, Hoxa2, Lmx1a, Irx4, Pou2f1, Pou2f1, EBF, RFX, Bbx, Irx5, Pitx1, Pax7, Lhx4, Hmbox1, Rfx3, Alx4, Pitx2, Prrx1, Irx4, Bach2, Pax6.2, EBF1, Irx2, Prrx1, Mybl1, Irx5, Hbp1, Pax7, REST, SALL1, ESR2, RUNX1, Lmx1b, Lmx1a, Irx4, Foxk1, NR3C1, Alx4, Hmbox1, Tcf1, TEAD1, Sox8, Pax6.2, Lhx5, Lhx9, Bbx, Bbx, Otx2, Otx2, Lhx9, Pitx2, Pou2f1, Pou2f1"
17884a,3,64894912,64896412,1501,+,LAMA4,ENSGALG00000015001,3:65122173-65221853,upstream,-227262,0.0287384,0.0178006,0.0227288,0.115838,0.548572,0.453148,0.168504,0.218209,0.261251,0.184798,1.180797411,"PPARG, PPARG, REST, SALL1, RoRalpha, Mafb, DMRT3, RBP-Jkappa, STAT1, PLZF, DMRT3, AR, NR3C1, Hoxc9, WT1, CIZ, Tcf7l2, Six4, TFAP2A, Six4, Six1_optimised, Tcf1, AP1.2, Ehf, Mrg1, Tcfap2e, Foxk1"
22022,4,75478213,75478878,666,-,NCAPG,ENSGALG00000014425,4:75480299-75503309,downstream,25096,26.5108,37.3879,41.8978,28.2764,39.3659,38.0909,44.8242,41.789,40.0196,35.4131,1.180043543,"Tcfcp2l1, STAT1, Six1_optimised, Sox6, FOXP1, Sox30, CIZ, NFKB1, NFKB1, Sox2, Sox3, PLZF, Sox3, Sox2, Sox2, Tax_CREB.1, Tax_CREB.2, Hmbox1, Irf6, Irf6"
28589,8,27076618,27077028,411,+,RAVER2,ENSGALG00000011026,8:27069632-27101820,inside,6985,26.6133,26.4966,25.3983,24.9412,34.377,34.6207,34.1993,34.7023,34.4368,29.413,1.179828647,"Sox5, Mrg1, RREB1, Sox13, Ikaros, RREB1, RREB1, Six1_optimised, Ikaros, Foxk1, RREB1"
26987a,7,21161125,21162604,1480,+,RBMS1,ENSGALG00000011132,7:21176599-21260777,upstream,-15475,32.6354,42.1694,46.5211,70.2615,68.4447,75.1279,47.8084,40.8476,54.9738,34.7367,1.175920568,"ESR2, FOXP1, FOXP1, Lmx1b, Sox6, Lmx1a, Znf143, Foxk1, Alx4, Lhx9, FOXP1, Foxk1, STAT1, FOXO3, Lmx1b, STAT1, Lhx5, Lmx1b, Lhx5, Prrx1, Lhx5, Pou2f1, Pou2f1, Lhx5, Six1_optimised, Pou2f1, Pou2f1, Pax6.1, Foxk1, HIF1, HIF1, AhR, Foxk1, Lmx1b, Tcf7l2, Lmx1a, Lhx4, Pax7, Lmx1a, Mybl1, Six4, Six4, Ets, ESR2, Lmx1b, Pax7, Etv6, Irx2, FOXO3, Tcfcp2l1, Irx4, Irx5, Sox30, SALL1, Ehf, Lmx1a, PPARG, PPARG, Mybl1, Alx4, Sox8, Gata3.2, Lmx1b, RREB1, Six1, CIZ, Hoxa1, NFKB1, NFKB1, Six1, Znf143, Six1_optimised, Pax6.2, Gbx2, Sox2, STAT, Lmx1a, STAT1, CHX10_vsx2_, Etv1, Etv1, TEAD1, Pou2f1, Pou2f1, Lhx9, Pitx1, SALL1, Prrx1"
26988a,7,21173742,21174275,534,+,RBMS1,ENSGALG00000011132,7:21176599-21260777,upstream,-2858,32.6354,42.1694,46.5211,70.2615,68.4447,75.1279,47.8084,40.8476,54.9738,34.7367,1.175920568,"SALL1, Six1_optimised, Ar, Gata3.2, Dmbx1, Dmbx1, Mtf1, Mafb, Esrrb, HIF1, HIF1, Foxk1, Sox2, Etv1, GATA3.1, AP1.2, Klf7, SALL1, AhR, Erg, Etv5"
26995a,7,21208852,21210241,1390,+,RBMS1,ENSGALG00000011132,7:21176599-21260777,inside,32252,32.6354,42.1694,46.5211,70.2615,68.4447,75.1279,47.8084,40.8476,54.9738,34.7367,1.175920568,"Sox13, Sox8, Sox5, Sox8, SALL1, Bach2, SALL1, Sox13, SALL1, AP1.2, Tcf7l2, WT1, Sox30, Lhx4, Sox2, NFKB1, NFKB1, CHX10_vsx2_, Hmbox1, Sox5, CREB_ATF, Nkx2-5, Tax_CREB.1, Tax_CREB.2, Znf143, Mafb, Sox13, Six1_optimised, AP1.1, NFKB1, NFKB1, Hlxb9, PLAG1, CREB.2, Hdx, Sox5, HIF1, HIF1"
3000a,1,94452357,94454029,1673,+,GBE1,ENSGALG00000015506,1:94474404-94635350,upstream,-22048,14.4172,13.0358,12.622,17.0049,18.0198,18.0535,12.7374,13.1046,11.5675,11.1464,1.17568004,"GLI, GLI, Etv5, Etv1, Six1, Zic3, Zic3, Erg, Emx2, CHX10_vsx2_, Etv4, Prrx1, Zic3, Elk4, Pax7, TEAD1, Klf7, Gbx2, Hlxb9, Zic3, Alx4, AhR, Klf7, Ikaros, Pou2f1, Pou2f1, TFAP2A, WT1, Irf6, Irf6, Max, Foxk1, Zic3, Six4, TFAP2A, Six4, Max, Alx4, Irx4, Etv6, WT1, WT1, PLAG1, NFKB1, NFKB1, Lmx1a, Pax7, Gbx2, PR, WT1, Mtf1, Arnt, FOXO3, Pax6.2, WT1, REST, Arnt, DMRT3, Ehf, Lmx1b, PLAG1"
5537a,1,185997173,185997935,763,-,FAT3,ENSGALG00000017229,1:185616758-185962787,upstream,-34386,1.9424,1.13632,1.53724,4.04488,1.51893,2.94812,1.52331,1.20597,1.11873,1.02584,1.175592685,"Pax6.1, Sox2, PPARG, PPARG, Hdx, Ehf, REST, SALL1, CREB.2, FOXO3, Dmbx1, Dmbx1, Sox2, Pitx1, Sox3, Mrg1, Six1_optimised, Esrrb, Nr2f2, Nr2f2, Irx4, Ikaros, Etv5, Foxk1"
1427,1,40865123,40865388,266,+,TMTC2,ENSGALG00000010975,1:40841111-40982358,inside,24011,3.50178,5.7849,5.92671,11.3728,4.78638,4.42671,7.6284,6.014,6.61871,5.12106,1.174366244,"Six1_optimised, Six1"
13206a,2,105131355,105132903,1549,-,DSC2,ENSGALG00000015140,2:105634158-105655438,downstream,524083,0.435182,1.89268,1.40005,11.3964,4.19711,4.50203,2.46993,2.22934,2.815,1.90082,1.172830673,"Arnt, Pax-2, Klf7, AhR, Pax2, CREB_ATF, Tcfcp2l1, Tcfcp2l1, REST, Tcfap2c, Tcfap2c, Six4, PPARG, PPARG, GLI, GLI, Six1, Pax2, Tcfap2b, Tcfap2b, TFAP2A, Ehf, SALL1, TTF-1_Nkx2-1_, Esrrb, ESR2, CREB.2, Tcfap2e, Hoxc9, WT1, HIF1, HIF1, Etv6, TEAD1, Tcfap2b, Tcfap2b, TEAD1, Ikaros, WT1, Max, WT1, CREB.2, RXRA, Irf6, Irf6, CREB_ATF, Klf7, HIF1, HIF1, Max, Ehf, CREB_ATF, HIF1, HIF1, REST, Pax7, AP1.1"
388a,1,13716217,13716985,769,-,SRPK2,ENSGALG00000008154,1:13575017-13719427,inside,3210,13.2917,12.4639,11.6936,10.6654,16.888,18.0865,12.8173,12.7349,14.3076,10.8925,1.169143906,"Dmbx1, Dmbx1, Ar, Pitx2, Otx2, Otx2, Six1, Pitx1, AP1.2, Sox8, Ets, Sox2"
23662a,5,28678392,28679500,1109,+,BMF,ENSGALG00000014537,5:28673486-28690778,inside,4905,40.8088,81.4126,68.6359,234.324,70.0169,68.0173,69.1112,52.4849,44.0245,44.966,1.167213005,"Sox3, Foxk1, TFAP2A, Sox2, Six1_optimised, REST, Ar, RUNX1, RXRA, Tcfcp2l1, Gata3.2, PPARG, PPARG, Foxk1, Sox8, CIZ, FOXO3, Gata5, PLZF, RREB1, NFKB1, NFKB1, Ikaros"
23664a,5,28684244,28685410,1167,+,BMF,ENSGALG00000014537,5:28673486-28690778,inside,10757,40.8088,81.4126,68.6359,234.324,70.0169,68.0173,69.1112,52.4849,44.0245,44.966,1.167213005,"Bach2, AP1.2, Six1_optimised, Foxk1, Arnt, Foxk1, PPARG, PPARG, Ets, HIF1, HIF1, FOXO3, TFAP2A, Osf2, Arnt, TEAD1, Ar, Rfx3, Mafb, Nkx2-5, Tcfap2e, CREB.2, REST, RREB1, Sox6, Sox2"
24282a,5,42394059,42394578,520,+,ZC3H14,ENSGALG00000010622,5:42398111-42418881,upstream,-4053,24.4526,23.4786,24.5179,28.9852,33.1322,33.5462,32.9977,31.4155,33.6456,26.9701,1.164826975,"Erg, RUNX1, TEAD1, Tcfcp2l1, Six4, Etv6, Ets, Etv5, FOXO3, Nkx2-5, Etv1, STAT, Six1"
27244a,7,28243133,28243937,805,-,INSIG2,ENSGALG00000028046,7:28336052-28343536,downstream,100403,20.8165,17.7944,20.5298,15.2317,19.3395,14.4016,15.0652,17.9792,18.2016,15.4386,1.164561554,"Six1_optimised, RUNX1, Dmbx1, Dmbx1, Nkx2-5, Sox6, Osf2, Irf6, Irf6, Pax6.1, RREB1, RBP-Jkappa, NR3C1, DMRT3, WT1, Ar, RREB1, Six1, RUNX1, Klf7"
17355,3,50617230,50618017,788,+,ARID1B,ENSGALG00000013683,3:50465763-50754522,inside,151466,16.1825,17.5352,17.8098,16.4973,26.2129,24.4895,19.2338,19.3843,25.1439,16.7452,1.157603373,"RREB1, Tcfap2e, Tcf7l2, Hmx3, TEAD1, TEAD1, Tcfap2c, Tcfap2c, Six1, Hmx1, FOXO3, Arnt, Sox3"
17351,3,50529740,50530756,1017,+,ARID1B,ENSGALG00000013683,3:50465763-50754522,inside,63976,16.1825,17.5352,17.8098,16.4973,26.2129,24.4895,19.2338,19.3843,25.1439,16.7452,1.157603373,"PLAG1, TTF-1_Nkx2-1_, Six1, WT1, HIF1, HIF1, SALL1, RREB1, Tax_CREB.1, Tax_CREB.2, Hmx3, Hmx1, Gbx1, RREB1, AhR, RXRA"
9915,19,8593652,8593873,222,+,DUSP14,ENSGALG00000027641,19:8591451-8593375,downstream,2200,117.116,88.5487,95.191,80.732,78.1831,100.474,88.3627,69.7796,48.2956,60.2998,1.157211135,"Mtf1, Six1_optimised, Tcf7l2"
19291a,3,108629092,108629949,858,+,CDC5L,ENSGALG00000016704,3:108479341-108511164,downstream,149750,62.9436,59.8716,62.7424,57.3943,68.5705,66.7507,65.8907,68.9954,63.4032,59.6825,1.156040715,"Pou2f1, Pou2f1, Pax6.2, Six4, Gbx1, Lhx4, Hoxa1, Hoxa2, Gbx1, Pou2f1, Pou2f1, ESR2, FOXO3, Prrx1, Prrx1, PPARG, PPARG, Nr2f2, Nr2f2, Lhx4, Sox13, Emx2, SALL1, Tcf1, Pax7, Hlxb9, Hlxb9, Six1_optimised, Lhx5, NR3C1, Lmx1b, Pax6.2, Hoxa1, Sox8, Hmbox1, Gbx2, ESR2, Pax7, Sox5, Hoxa2, Tcf1, SALL1, FOXO3, Lhx9, Prrx1, Lmx1b, Foxk1, Mafb, DMRT3"
31534a,Z,72992643,72995188,2546,+,MCCC2,ENSGALG00000002529,Z:72928765-72961357,downstream,63877,17.9742,19.0073,16.2239,22.531,20.1412,19.1198,21.0846,21.1763,20.3365,18.3283,1.155388116,"Mybl1, Tcf1, Max, Max, Arnt, Six1, HIF1, HIF1, Max, DMRT3, Esrrb, Mybl1, Nr2f2, Nr2f2, Erg, AhR, WT1, Max, Max, Max, HIF1, HIF1, Arnt, Tcf1, Tcf1, HIF1, HIF1, Ets, Ets, TEAD1, Etv6, Znf143, Max, Arnt, Six1, REST, Max, Max, ESR2, Ehf, Ehf, ESR2, ESR2, ESR2, Irx4, Emx2, HIF1, HIF1, Arnt, Arnt, Pax2, PLAG1, Gata3.2, FOXO3, PLAG1, Tcfcp2l1, Mrg1, Irx2, HIF1, HIF1, HIF1, HIF1, Etv6, Etv6, CREB.2, SALL1, FOXO3, ESR2, AR, AR, Max, FOXO3, Elk4, Erg"
7385,12,5805150,5805691,542,+,FBLN2,ENSGALG00000005120,12:5783473-5867616,inside,21676,34.3446,26.1033,39.4863,25.7222,53.6014,79.5778,85.3463,66.3445,52.6213,57.5065,1.153686975,"FOXP1, Gata3.2, Max, Six1, Six4, Gbx1, RoRalpha, Hoxa2, DMRT3, Max, Six1_optimised, RoRalpha"
11548a,2,45233461,45234311,851,-,UBP1,ENSGALG00000011980,2:45210341-45240200,inside,6739,48.3492,48.5696,52.7897,49.4547,52.5995,57.0812,50.6329,53.6839,57.229,46.7262,1.148903613,"Foxk1, Prrx1, Pitx2, TEAD1, Otx2, Otx2, Max, Hdx, Six1, PLAG1, Arnt, Gata3.2, Hmbox1, Prrx1, Bach2, Lmx1a, Irf6, Irf6"
19435a,4,3577447,3578070,624,-,MBNL3,ENSGALG00000029157,4:3468510-3527002,upstream,-50445,4.70953,6.08712,5.46297,6.20398,7.87681,8.15868,6.49024,7.34894,7.17421,6.40588,1.147217869,"HIF1, HIF1, STAT, Six1_optimised, EBF, TEAD1, Osf2, RUNX1, WT1, Ets, Six1_optimised, Tax_CREB.1, Tax_CREB.2, PLAG1, NFKB1, NFKB1, PLAG1, Ikaros"
23940a,5,35246223,35247368,1146,-,CFL2,ENSGALG00000010027,5:35241368-35244169,upstream,-2054,111.872,67.8525,78.7685,49.8539,107.923,101.356,124.688,126.558,120.883,110.347,1.146909295,"AP1.2, Pax6.2, Bach2, Prrx1, AP1.1, Bach2, Lhx4, AR, Lmx1b, Sox2, Pax6.2, Sox6, Lhx5, Pax7, AP1.1, Pou2f1, Pou2f1, Lmx1b, Tcfap2b, Tcfap2b, Pou2f1, Pou2f1, SALL1, Bbx, Alx4, SALL1, Hoxa1, Pax7, CREB_ATF, Lmx1a, Alx4, SALL1, Ar, Six1_optimised, REST, SALL1, TFAP2A, TFAP2A, Lhx9, GLI, GLI, Lmx1b, Lmx1b, CREB.2, Lhx5, Hmx3, Tcfap2b, Tcfap2b, Ikaros, Nr2f2, Nr2f2, Lmx1a, AP1.2, Lhx5, Tax_CREB.1, Tax_CREB.2, Emx2, Pou2f1, Pou2f1, Erg, RXRA, PLAG1, Mafb, PPARG, PPARG, Prrx1, Lhx9, Hoxc9, Sox8, Pou2f1, Pou2f1, Hdx, AP1.1, Sox30, Bbx"
26115a,6,31683514,31684317,804,+,Fam175b,ENSGALG00000009712,6:31682849-31806879,upstream,-3002,12.8387,12.4094,13.3807,13.4697,13.8124,14.3001,12.1939,12.1098,13.3964,10.5732,1.145329702,"Irf6, Irf6, Pax2, CREB_ATF, Etv6, Erg, Elk4, Hoxa2, CREB.2, Etv4, Hoxa2, Etv1, Hoxa1, Gata5, Osf2, CHX10_vsx2_, WT1, WT1, STAT, WT1, Six1, CHX10_vsx2_, Etv5, Hoxc9, RoRalpha, RREB1"
23669a,5,28730399,28731338,940,+,SRP14,ENSGALG00000009592,5:28748104-28751855,upstream,-17706,135.055,164.437,148.426,232.169,135.398,149.44,176.617,155.129,101.027,136.676,1.135012731,"Mrg1, FOXP1, Mafb, Mrg1, REST, PR, Dmbx1, Dmbx1, Mrg1, Ets, Foxk1, AP1.1, Six1_optimised, DMRT3, CREB_ATF, Ikaros, AR, Irx5, FOXO3, Six1, Mtf1"
23673a,5,28740580,28742030,1451,+,SRP14,ENSGALG00000009592,5:28748104-28751855,upstream,-7525,135.055,164.437,148.426,232.169,135.398,149.44,176.617,155.129,101.027,136.676,1.135012731,"Irx4, FOXP1, Irx2, Irx5, Bach2, Irx2, AP1.2, AP1.1, Irx5, Mrg1, Irx5, Irx4, Dmbx1, Dmbx1, Irx2, EBF, Mybl1, Pitx1, STAT1, Gata3.2, Dmbx1, Dmbx1, Irx4, AP1.1, Gata5, Zic3, RFX, Six1_optimised, Hbp1, Sox13, EBF1, DMRT3, Sox2, FOXO3, FOXO3, Sox5, Sox30, REST, Pitx1, Irx5, Irx2, Sox3"
15553,28,2079132,2079306,175,+,MKNK2,ENSGALG00000003845,28:2070413-2075386,downstream,8718,19.7087,22.4,21.2356,19.5652,26.6726,26.7226,30.0002,22.6912,36.1585,20.1312,1.127165792,"Pax2, NFKB1, NFKB1, NFKB1, NFKB1, Hoxc9, Gbx1, CREB_ATF, Gbx1, Gata5, RBP-Jkappa, Six1_optimised, Mybl1, Hlxb9, Tax_CREB.1, Tax_CREB.2, Mtf1, HIF1, HIF1, Gata3.2"
29552,9,22229430,22230439,1010,+,CCNL1,ENSGALG00000009699,9:22236548-22248075,upstream,-7119,27.1667,36.9328,34.4366,36.3042,35.6929,35.4391,41.6447,42.3102,45.2961,37.5712,1.126133847,"CREB_ATF, Pax6.1, Mafb, Pbx, CREB.2, Nr2f2, Nr2f2, Arnt, Nkx2-5, Gata5, Gata3.2, RREB1, Tax_CREB.1, Tax_CREB.2, Sox13, RoRalpha, Mafb, Six1_optimised, Osf2, Sox6"
27043a,7,22794096,22794811,716,-,IGFBP2,ENSGALG00000011469,7:22757947-22808688,inside,14592,38.2594,86.9534,74.3499,285.195,33.517,43.9238,96.4966,99.6471,104.877,88.9223,1.120608666,"Six1_optimised, Sox3, FOXP1, Irf6, Irf6, Hdx, Pbx, Six1_optimised, CREB.2, Sox6, NFKB1, NFKB1, Znf143, Etv4, Max, Hbp1, Klf7, Six1, Ehf, Znf143, RREB1, Arnt"
14075,2,128310975,128311125,151,-,ANKRD46,ENSGALG00000013904,2:128328006-128345454,downstream,34479,29.3761,28.718,29.0755,30.7542,35.8235,35.9577,25.3439,27.6535,27.5122,24.7409,1.117724092,"Six1_optimised, Arnt, Pax6.1, TEAD1, GLI, GLI"
7048a,11,15021788,15022864,1077,+,CMIP,ENSGALG00000012012,11:14995343-15116123,inside,26444,16.2862,25.4771,25.979,47.7558,27.7881,25.5172,19.6971,20.4228,20.7578,18.2933,1.11640874,"Hmx3, CIZ, Sox3, Six1_optimised, Rfx3, Sox6, Hmx1, AP1.1, Hdx, Six4, Gbx1, Lhx5, Gata5, RBP-Jkappa, Pbx, Hoxa1, Dlx5, RUNX1, Tcf7l2, Hmx1, NR3C1, Pax6.2, Hmx3, CREB_ATF, Gbx1, Six1_optimised, Sox2, Dlx5, Mrg1, Sox5, Pax7, Hoxa2"
16223,3,21653896,21654204,309,-,RCOR3,ENSGALG00000009871,3:21628365-21650478,upstream,-3418,23.3858,25.3155,25.0884,16.8311,31.6984,30.0093,28.8028,24.0555,29.4112,21.6226,1.112516534,"Sox6, Six1_optimised, Tcf1, PR"
13985a,2,126026427,126027322,896,+,DPY19L4,ENSGALG00000015975,2:126052839-126076741,upstream,-26413,13.9156,15.459,15.4937,19.272,19.3128,20.3008,10.4926,12.0544,10.636,10.8473,1.111281148,"Mtf1, TEAD1, RREB1, RREB1, RREB1, Bach2, Six4, TFAP2A, WT1, Tcfap2c, Tcfap2c, RREB1, Tcfap2e, Six1, PPARG, PPARG, Znf143, Ar, Klf7"
13986,2,126045093,126045248,156,+,DPY19L4,ENSGALG00000015975,2:126052839-126076741,upstream,-7747,13.9156,15.459,15.4937,19.272,19.3128,20.3008,10.4926,12.0544,10.636,10.8473,1.111281148,Six1_optimised
7876a,12,19401971,19402329,359,+,THUMPD3,ENSGALG00000008394,12:19408500-19414245,upstream,-6530,80.0318,63.2364,70.4217,53.147,59.0179,59.3471,102.462,96.3284,92.3378,86.7564,1.110331918,"Pax6.1, FOXP1, RREB1, FOXP1, Six1_optimised, Lmx1a, Sox3, RREB1, Six1, RREB1, Lmx1b, Foxk1"
3894a,1,124796133,124796773,641,-,TBL1X,ENSGALG00000013366,1:124584255-124724404,upstream,-71729,51.5347,54.2994,56.9052,62.7779,77.6218,89.5721,66.8766,55.3752,54.3843,50.1027,1.10523385,"FOXP1, FOXP1, FOXP1, Mtf1, SALL1, RXRA, Six1_optimised, Arnt, Foxk1, SALL1, SALL1, SALL1, SALL1, Pax6.1, Foxk1, Sox3, Foxk1, PLZF, Foxk1, Foxk1, Foxk1, Arnt, Foxk1, SALL1, STAT, Sox5, Pax7, FOXO3, Sox13, Klf7, Six4, Six1_optimised, SALL1, Pax2, Nr2f2, Nr2f2, Lmx1b, Bbx, Bbx, Bbx, Bbx, Pou2f1, Pou2f1, Bbx"
10492,2,15911949,15912110,162,+,ABI1,ENSGALG00000007547,2:15897342-15947115,inside,14606,34.4222,41.8841,40.0711,51.3246,38.6795,30.9879,35.5158,32.8695,45.4021,29.7889,1.103414359,"Six1, Foxk1, PR, AP1.1"
10495,2,15931893,15932428,536,+,ABI1,ENSGALG00000007547,2:15897342-15947115,inside,34550,34.4222,41.8841,40.0711,51.3246,38.6795,30.9879,35.5158,32.8695,45.4021,29.7889,1.103414359,"Sox2, Pax6.1, Pax6.1, Esrrb, Pax-2, RXRA, Irx5, Nr2f2, Nr2f2, Six1"
15330,24,2941126,2941477,352,+,SCN3B,ENSGALG00000006490,24:2884733-2891268,downstream,56392,3.61392,3.49658,3.21612,3.51002,4.14405,3.16944,2.69281,3.90562,6.73753,3.54439,1.101915986,"RREB1, RREB1, Nr2f2, Nr2f2, Six1_optimised"
26788a,7,17152998,17154712,1715,+,ENSGALG00000013233,ENSGALG00000013233,7:17156216-17195097,upstream,-3219,21.6647,21.6893,21.9603,16.3077,19.9133,19.2392,17.5604,16.9138,19.2977,15.3628,1.100958159,"Lmx1a, Lhx5, Alx4, Lmx1b, Etv6, Pax7, Ehf, Pax7, Lhx9, Klf7, Max, Max, Alx4, TFAP2A, TFAP2A, Hoxa1, WT1, WT1, Etv5, Lhx5, TFAP2A, TFAP2A, TFAP2A, Zic3, Mtf1, EBF1, Lmx1b, Zic3, Tcfap2e, Tcfap2b, Tcfap2b, WT1, Lmx1a, Prrx1, Elk4, RREB1, TFAP2A, TFAP2A, TFAP2A, TFAP2A, Tcfap2e, Klf7, Tcfap2b, Tcfap2b, Erg, RREB1, WT1, Tcf1, RREB1, Etv1, HIF1, HIF1, TFAP2A, TFAP2A, TFAP2A, TFAP2A, Zic3, HIF1, HIF1, Lhx9, Klf7, WT1, WT1, RREB1, Emx2, Zic3, Etv4, Ar, TFAP2A, TFAP2A, TFAP2A, TFAP2A, TFAP2A, TFAP2A, Zic3, PLAG1, Ets, WT1, Pou2f1, Pou2f1, Tcfap2c, Tcfap2c, Six1, Pitx1, Hoxa2, CHX10_vsx2_, Six1, Zic3, TFAP2A, Pax-2, Klf7, REST, HIF1, HIF1, Sox30, PLAG1, WT1, Zic3, Zic3, Hoxa2, Tcfap2c, Tcfap2c, WT1, NFKB1, NFKB1, Pou2f1, Pou2f1, CREB_ATF, RREB1, Zic3, Arnt, Gata3.2, Tax_CREB.1, Tax_CREB.2, Tcfap2c, Tcfap2c, Tcf1, Prrx1, AhR"
31165a,Z,59157055,59159286,2232,+,ARRDC3,ENSGALG00000025915,Z:59156359-59170693,inside,695,6.1692,7.46218,8.05811,19.3779,6.9967,6.54995,14.8793,11.7011,11.9876,10.6332,1.100430726,"AhR, Tcfcp2l1, Tcfcp2l1, HIF1, HIF1, Tcfcp2l1, PLAG1, Sox2, Sox6, TFAP2A, Sox30, WT1, HIF1, HIF1, Klf7, Rfx3, Zic3, Mybl1, TFAP2A, TFAP2A, TFAP2A, TFAP2A, Zic3, RFX, Tcfcp2l1, PLAG1, WT1, Sox8, Sox5, Otx2, Otx2, WT1, TFAP2A, Zic3, FOXO3, Mrg1, Znf143, Tax_CREB.1, Tax_CREB.2, Mtf1, HIF1, HIF1, WT1, WT1, Sox13, Hmbox1, Tcfcp2l1, Tcfcp2l1, Sox3, Klf7, Tcfap2c, Tcfap2c, Mtf1, RFX, STAT1, Zic3, Pitx2, Sox30, TFAP2A, Irf6, Irf6, NFKB1, NFKB1, Zic3, TFAP2A, Hbp1, PLAG1, Six1_optimised, Sox3, Zic3, WT1, WT1, PLAG1, Tcfcp2l1, Max, Zic3, Zic3, TFAP2A, Zic3, NFKB1, NFKB1, Tax_CREB.1, Tax_CREB.2, Zic3, NFKB1, NFKB1, Tcfap2e, Foxk1, TEAD1, HIF1, HIF1, Sox6, Max, AhR, Six4, Pitx1, RREB1, Klf7, NFKB1, NFKB1"
21372,4,57737624,57737822,199,+,CFI,ENSGALG00000012126,4:57731318-57744001,inside,6305,0.299242,0.542417,0.389726,0.454931,0.761148,0.601358,1.52827,1.02706,1.11525,0.940957,1.091505776,"Foxk1, Sox2, Mrg1, Six1_optimised, Gbx2, Tax_CREB.1, Tax_CREB.2, Six1_optimised"
7954,13,2199246,2199574,329,+,FBXW11,ENSGALG00000002229,13:2208006-2258082,upstream,-8761,25.2093,22.3327,23.0472,23.8459,29.8171,28.444,26.3187,28.1689,28.6319,25.8146,1.091200328,"Six1_optimised, AP1.2, Bbx, Sox3, Pax-2, Osf2, Irx4, Irx2"
